state,year,sid,cdl,caselaw,anywhere,assumption,civil,homicide_c,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,hc_felonywsus,jhcitizen,jhpolice,population,police,unemployrt,income,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,prisoner,poverty,northeast,midwest,south,west,effyear,treatment_date,post,time_til,f2001,f2002,f2003,f2004,f2005,f2006,f2007,f2008,f2009,f2010,castle,lhomicide,castle_sum,d2005,d2006,d2007,d2008,d2009,d2010,dinf
Washington,2001,48,0,0,0,0,0,179,.23272666,6,11,3.0601895,101.44785,214.46971,906.49994,3335.9998,668.06158,3.0089014,.64964914,.11967222,.20515236,5757739,237.4195843194698,5,53841,.37327152,.23132344,.7916128,.58083564,259.15872,9.85760208998706,0,0,0,1,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.1184769,0,0,0,0,0,0,0,1
California,2001,5,0,0,0,0,0,2206,.3517504,28,111,6.5495877,191.8382,404.04068,689.61578,2071.5789,606.1991,6.5495877,.87585151,.086100653,.33252668,33051894,313.8882146965617,4.9000001,59274,.50634015,2.8180654,1.0736934,7.4689851,473.38733,13.02469686003471,0,0,0,1,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.8794022,0,0,0,0,0,0,0,1
Kentucky,2001,18,0,1,0,0,0,181,.33863568,2,2,4.5814619,82.744743,152.09947,682.51129,1808.4878,226.39003,1.9996436,.25311944,.075935833,.075935833,3926965,251.3900684116105,4.3000002,45916,3.2335658,5.0753698,4.7599611,10.36625,390.41144,14.01418143528145,0,0,1,0,2006,2006,0,-5,1,0,0,0,0,0,0,0,0,0,0,1.5220182,5,0,1,0,0,0,0,0
Wyoming,2001,51,0,0,0,0,0,9,.22619048,0,1,1.8737041,17.487904,213.60226,516.51776,2694.5945,144.89978,1.8737041,.41637868,.20818934,.41637868,479699,376.9030162664504,3.8,50175,.10881824,7.0644298,.14467406,12.877033,350.59085,10.49762455206286,0,0,0,1,,,0,,1,0,0,0,0,0,0,0,0,0,0,.62791729,0,0,0,0,0,0,0,1
Massachusetts,2001,22,0,0,0,0,0,143,.23733786,0,1,2.3216898,105.1417,358.96896,526.52026,1734.3022,451.80408,2.5165169,.32471186,.016235592,.032471184,6127881,323.1296430201565,2.8,59195,1.7168578,8.587781,3.2276411,18.954121,171.90245,8.639479128266361,1,0,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,.84229529,0,0,0,0,0,0,0,1
Missouri,2001,26,0,0,0,0,0,372,.44614592,11,10,6.8037214,142.12828,383.09341,786.03101,3062.0405,512.36414,6.6574049,1.0242162,.21947488,.20118532,5433153,294.838006586599,3.3,57098,.0071965577,1.0742565,.0097733308,2.0146313,525.95325,10.69741639891238,0,1,0,0,2007,2007,0,-6,1,0,0,0,0,0,0,0,0,0,0,1.9174697,4,0,0,1,0,0,0,0
Rhode Island,2001,40,0,0,0,0,0,39,.27991885,0,0,3.8231471,96.656998,180.08003,668.9527,2340.4521,494.36234,3.8231471,.19605882,.098029412,.098029412,1009503,308.5676813243745,4.1999998,53426,9.5631218,17.548635,15.706442,38.779972,317.71332,10.53766061121165,1,0,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.3410739,0,0,0,0,0,0,0,1
Ohio,2001,36,0,0,0,0,0,452,.34065935,2,9,4.0814972,155.30458,161.68869,875.0838,2672.6221,381.32199,3.9370193,.58694094,.027089583,.090298608,11054019,298.0092579902387,4,54395,.22173835,1.6225592,.352451,3.2313948,408.88113,9.846020709752715,0,1,0,0,2008,2008,0,-7,1,0,0,0,0,0,0,0,0,0,0,1.4064639,3,0,0,0,1,0,0,0
West Virginia,2001,49,0,1,0,0,0,40,.26874116,0,0,2.2743464,40.199074,225.61517,545.90002,1607.2806,182.85745,2.2743464,.28429329,.056858663,.056858663,1765197,229.3228461185919,5.5,37238,.31860468,6.5920687,.48589477,13.184081,239.65926,15.52155368494281,0,0,1,0,2008,2008,0,-7,1,0,0,0,0,0,0,0,0,0,0,.82169271,3,0,0,0,1,0,0,0
Connecticut,2001,7,0,0,0,0,0,105,.38393497,3,3,3.165386,126.10295,197.91199,517.28436,1982.4963,373.15378,3.1955326,.904396,.12058613,.12058613,3297626,295.2730236843111,2.3,63523,.73568076,4.3054004,1.3634657,11.711607,578.69287,7.381916566645216,1,0,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.152275,0,0,0,0,0,0,0,1
Minnesota,2001,24,0,0,0,0,0,119,.081958488,1,3,2.4605246,77.702957,145.39839,527.17255,2574.6392,310.79114,2.3984945,.47556359,.041353356,.082706712,4783596,250.0420185985606,3.0999999,68688,1.9743724,2.5698867,2.7464485,5.1330004,136.59013,7.036421972089617,0,1,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,.90037459,0,0,0,0,0,0,0,1
North Dakota,2001,35,0,0,0,0,0,7,.30000001,0,1,1.1460512,9.8232956,44.859715,354.45724,1896.3872,177.80165,1.3097727,.16372159,.16372159,.32744318,618569,240.070226603661,2.9000001,45575,15.899601,103.49371,29.083094,223.81044,183.36818,10.4772466774119,0,1,0,0,2007,2007,0,-6,1,0,0,0,0,0,0,0,0,0,0,.13632226,4,0,0,1,0,0,0,0
New York,2001,33,0,0,0,0,0,960,.20232527,8,14,5.2079463,198.30882,309.01022,436.1655,1786.5209,261.95428,5.034348,.69439286,.048824497,.081374161,18395996,470.3632246930256,4.5,51587,.73295295,1.9836001,1.3600134,4.7272191,366.36273,13.4089178971337,1,0,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.6501856,0,0,0,0,0,0,0,1
Pennsylvania,2001,39,0,0,0,0,0,651,.38725713,9,6,5.4918962,147.63162,243.07758,458.45944,1884.2013,301.27817,5.1207085,1.4763162,.084360927,.05905265,11847753,226.3213961330896,4.1999998,53400,.038403906,.47389576,.061235242,1.0487474,321.09457,9.587708319037374,1,0,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.7032735,0,0,0,0,0,0,0,1
New Jersey,2001,31,0,0,0,0,0,336,.3245216,2,11,4.0532722,170.2133,209.53969,564.70764,1882.2502,454.88327,4.0894618,.67554533,.036189929,.14475971,8219529,464.8319873316342,3.7,63818,.036267284,.59614122,.068020932,1.3406973,339.48566,7.879940565937538,1,0,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.3995246,0,0,0,0,0,0,0,1
South Carolina,2001,41,0,0,0,0,0,330,.47469518,0,3,8.4012604,152.41924,637.17194,1084.8064,3226.644,425.18015,8.4012604,1.7057104,.025458366,.10183346,3876975,316.8965495005771,3.5999999,47568,.017694207,1.3032326,.033402331,2.3638532,574.74805,13.02461326162794,0,0,1,0,2006,2006,0,-5,1,0,0,0,0,0,0,0,0,0,0,2.1283817,5,0,1,0,0,0,0,0
Virginia,2001,47,0,0,0,0,0,364,.46953353,5,5,5.2326846,98.615982,171.71544,454.32355,2257.8171,270.86331,5.3045626,.51751828,.086253047,.086253047,6847117,298.1254738308108,2.3,59714,.24762246,4.4850411,.54428744,10.432712,455.15732,9.068605078604616,0,0,1,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.6549245,0,0,0,0,0,0,0,1
Maine,2001,20,0,0,0,0,0,19,.18939394,0,1,1.517881,21.090557,65.987885,551.07068,1964.0582,133.49364,1.517881,.15977696,.079888478,.15977696,1240011,232.3366486265041,3.3,47183,8.4043608,15.418896,17.970566,39.550777,136.12996,10.05853980327594,1,0,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,.4173153,0,0,0,0,0,0,0,1
Alabama,2001,1,0,0,0,0,0,379,.21436246,2,0,8.7134428,128.37959,281.63504,934.38458,2758.6899,290.11856,7.4949403,.66672784,.068971843,.022990614,4332380,348.8382828837729,4.0999999,44851,2.2222428,4.6948099,3.4716945,10.414437,614.79205,14.7059814697695,0,0,1,0,2006,2006,0,-5,1,0,0,0,0,0,0,0,0,0,0,2.1648669,5,0,1,0,0,0,0,0
Florida,2001,10,0,0,0,0,0,874,.38987434,12,21,5.4600778,205.32767,564.31842,1099.837,3226.9934,561.73206,5.4538307,,.081213973,.13743903,15593433,413.4945781342697,3.8,49196,1.2267472,2.1707792,2.3019562,5.2502551,452.32434,12.03967721540215,0,0,1,0,2005,2005,0,-4,1,0,0,0,0,0,0,0,0,0,0,1.697463,6,1,0,0,0,0,0,0
Illinois,2001,14,0,0,0,0,0,982,,6,9,8.0753431,205.01668,405.79834,650.94501,2522.5745,400.74918,5.9043751,1.9078203,.057563547,.082233638,12097512,413.1923985692265,4.5,58322,.34592238,3.0660355,.59637058,6.3135214,364.68973,10.14990520364849,0,1,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,2.0888155,0,0,0,0,0,0,0,1
Alaska,2001,2,0,0,0,0,0,39,.36770427,1,1,6.3359928,83.505135,435.5589,624.98883,2712.2922,425.32382,5.5236859,.81230676,.32492271,.32492271,607583,293.9516082576372,6.1999998,66910,.33065441,4.9629436,.68336344,12.253634,742.61084,8.631248734740767,0,0,0,1,2006,2005,0,-4,1,0,0,0,0,0,0,0,0,0,0,1.8462465,5,0,1,0,0,0,0,0
Oklahoma,2001,37,0,1,0,0,0,185,.41114348,6,18,5.526248,82.027443,397.56128,1032.7512,2823.9727,375.4563,5.526248,.98576319,.20910129,.56756061,3338279,310.7289714250966,3.0999999,41063,.14417608,5.6077995,.30015466,12.223813,680.47534,13.99167055839251,0,0,1,0,2006,2006,0,-5,1,0,0,0,0,0,0,0,0,0,0,1.7095091,5,0,1,0,0,0,0,0
Kansas,2001,17,0,1,0,0,0,92,.21791168,0,0,3.5213478,92.741585,285.11435,785.18402,2948.6694,305.63004,3.1768682,.53585726,.038275521,.038275521,2606468,372.1511255845074,3.8,51985,.99621403,9.6955729,1.7102071,20.418896,328.28912,9.019370274256197,0,1,0,0,2006,2006,0,-5,1,0,0,0,0,0,0,0,0,0,0,1.2588438,5,0,1,0,0,0,0,0
Idaho,2001,13,0,0,0,0,0,30,.28163266,1,2,2.3264976,18.999731,194.72784,582.16724,2193.4995,185.26675,2.3264976,.15509984,.15509984,.23264976,1262457,261.1574097177171,4.5999999,47620,11.550888,42.896828,20.203936,100.01656,465.7648,11.48894576211308,0,0,0,1,,,0,,1,0,0,0,0,0,0,0,0,0,0,.84436393,0,0,0,0,0,0,0,1
South Dakota,2001,42,0,0,0,0,0,7,.33009708,0,0,.96158075,14.148973,97.531761,424.0571,1726.8616,111.95547,1.3736868,.41210604,.13736868,.13736868,726426,249.5780712694755,2.7,46181,10.441257,40.579632,18.194008,92.379814,383.25861,11.60228295793377,0,1,0,0,2006,2006,0,-5,1,0,0,0,0,0,0,0,0,0,0,-.039176732,5,0,1,0,0,0,0,0
Maryland,2001,21,0,0,0,0,0,446,.46484289,7,10,8.5096855,258.05716,508.82574,792.83173,2784.4224,611.03735,8.8531256,.68688041,.15264009,.20988013,5162430,362.3099974236939,3.5999999,69047,.54666114,6.0534477,1.0607796,15.387211,453.18845,8.058317497767524,0,0,1,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,2.1412051,0,0,0,0,0,0,0,1
Arizona,2001,3,0,1,0,0,0,400,.46053225,19,25,7.6960464,170.62134,344.18643,1054.7623,3595.0156,1004.3917,7.6575661,1.4814889,.38480231,.50024301,5020782,358.9679854652124,4,50370,.26902184,4.0020657,.56620663,9.4672308,533.14362,12.88169850832002,0,0,0,1,2006,2005,0,-4,1,0,0,0,0,0,0,0,0,0,0,2.0407066,5,0,1,0,0,0,0,0
New Hampshire,2001,30,0,0,0,0,0,17,.11235955,0,0,1.389302,36.367023,100.02975,399.54694,1639.3765,174.88861,.81723648,.16344731,.081723653,.081723653,1200247,206.20755561147,2.7,64478,6.8105149,24.377649,13.980622,68.223961,195.48297,5.820218671656751,1,0,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,.32880148,0,0,0,0,0,0,0,1
New Mexico,2001,32,0,0,0,0,0,99,.4103896,1,5,5.5220175,150.32159,593.70056,1090.5706,3146.2114,398.08725,4.9084601,.44622365,.11155591,.33466774,1782739,305.3167064836748,5,44432,12.147544,39.915321,22.997086,96.790329,316.14944,17.33865697670831,0,0,0,1,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.7087433,0,0,0,0,0,0,0,1
Texas,2001,44,0,0,0,0,0,1332,.44862509,20,24,6.4148126,170.23334,372.29993,984.19214,3224.864,494.43661,6.3714695,1.0306081,.10113443,.12039813,20290711,362.3579282165124,4.4000001,48883,.0089597646,.91391575,.017525261,1.311137,780.51703,14.98772024302155,0,0,1,0,2007,2007,0,-6,1,0,0,0,0,0,0,0,0,0,0,1.8586098,4,0,0,1,0,0,0,0
Wisconsin,2001,50,0,0,0,0,0,192,.53870386,2,1,3.659992,84.71357,127.87097,513.2948,2388.0496,280.63751,3.6790545,1.0103103,.057187375,.038124919,5207717,323.2510522365175,3.4000001,57087,.50375241,6.2465568,.82229888,13.306829,410.47192,8.269592990556131,0,1,0,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,1.2974609,0,0,0,0,0,0,0,1
Idaho,2002,13,0,0,0,0,0,36,.33750001,0,0,2.7516203,18.344135,202.24409,568.74463,2221.1692,200.79185,2.7516203,.30573559,.076433897,.076433897,1262457,261.1574097177171,4.5999999,47620,11.550888,42.896828,20.203936,100.01656,474.11948,11.48894576211308,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.01219,0,0,0,0,0,0,0,1
Florida,2002,10,0,0,0,0,0,911,.38844725,12,23,5.5825677,199.65492,542.177,1086.1311,3134.3145,542.42212,5.551928,,.079663426,.14707093,15593433,413.4945781342697,3.8,49196,1.2267472,2.1707792,2.3019562,5.2502551,460.88354,12.03967721540215,0,0,1,0,2005,2005,0,-3,0,1,0,0,0,0,0,0,0,0,0,1.7196488,6,1,0,0,0,0,0,0
Mississippi,2002,25,0,1,0,0,0,264,.44696066,1,0,9.5127354,120.92705,184.16512,1066.3271,2539.1797,343.1431,6.6661215,1.1890919,.07206618,.03603309,2749244,277.0943575761191,5.5999999,43426,1.8166813,11.687977,3.1869125,24.540274,717.88721,17.81489747727012,0,0,1,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,2.2526314,5,0,1,0,0,0,0,0
Maine,2002,20,0,0,0,0,0,14,.21481481,0,2,1.1115108,21.436277,58.354313,552.97656,1952.3685,113.45349,1.1115108,.15878725,.079393625,.23818088,1240011,232.3366486265041,3.3,47183,8.4043608,15.418896,17.970566,39.550777,150.84789,10.05853980327594,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,.10572013,0,0,0,0,0,0,0,1
Arizona,2002,3,0,1,0,0,0,387,.46524999,17,22,7.2382231,149.62735,377.3602,1105.1289,3769.5059,1078.5887,7.1821132,1.2344257,.33666155,.43017864,5020782,358.9679854652124,4,50370,.26902184,4.0020657,.56620663,9.4672308,549.11371,12.88169850832002,0,0,0,1,2006,2005,0,-3,0,1,0,0,0,0,0,0,0,0,0,1.9793757,5,0,1,0,0,0,0,0
Iowa,2002,16,0,0,0,0,0,44,.23011121,0,3,1.5534573,41.272537,225.18069,658.20691,2415.3083,205.58595,1.624069,.17652924,.035305846,.14122339,2822155,263.7346283248085,2.8,51899,.50401199,5.745893,.85689837,11.112146,296.4985,8.422074620281309,0,1,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,.44048294,0,0,0,0,0,0,0,1
Georgia,2002,11,0,1,0,0,0,606,.52062237,8,13,7.2781854,161.32111,277.73605,887.93866,2817.4866,456.82025,7.1460733,2.9785314,.10809187,.1681429,7952631,369.7266979946637,3.5,53051,.035195898,.25879484,.074805431,.64100796,569.82428,12.65403864456933,0,0,1,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,1.9848815,5,0,1,0,0,0,0,0
Louisiana,2002,19,0,0,0,0,0,593,.55075109,6,9,13.639578,163.83594,470.25491,1043.0941,3066.0759,464.29767,13.294563,2.0930886,.16100682,.23000973,4333011,478.9740898419137,4.9000001,38892,.019316822,1.7785554,.029632973,4.0265994,828.77112,17.38407772331988,0,0,1,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,2.6129756,5,0,1,0,0,0,0,0
Alaska,2002,2,0,0,0,0,0,33,.38445807,0,3,5.2863269,78.333748,415.53732,626.02924,2841.6409,395.83374,5.4465184,.64076686,.16019171,.64076686,607583,293.9516082576372,6.1999998,66910,.33065441,4.9629436,.68336344,12.253634,704.52319,8.631248734740767,0,0,0,1,2006,2005,0,-3,0,1,0,0,0,0,0,0,0,0,0,1.6651237,5,0,1,0,0,0,0,0
Maryland,2002,21,0,0,0,0,0,513,.33427742,8,9,9.639246,252.1048,501.9736,747.1825,2692.9761,639.23419,9.9210949,1.202557,.16910958,.18789953,5162430,362.3099974236939,3.5999999,69047,.54666114,6.0534477,1.0607796,15.387211,454.00284,8.058317497767524,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,2.2658429,0,0,0,0,0,0,0,1
Hawaii,2002,12,0,0,0,0,0,24,.1214876,0,2,1.9858721,100.12106,137.02518,1052.6777,4082.9531,819.99969,1.9858721,.33097869,.082744673,.24823402,1175755,307.7171689680248,4,65263,.055708885,7.6047306,.093216702,13.562349,448.72437,10.06646792911789,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,.68605816,0,0,0,0,0,0,0,1
Pennsylvania,2002,39,0,0,0,0,0,624,.37982869,7,10,5.2447896,144.25693,235.84743,467.40826,1785.5903,275.83054,5.0178518,1.4877048,.067240894,.092456229,11847753,226.3213961330896,4.1999998,53400,.038403906,.47389576,.061235242,1.0487474,337.61652,9.587708319037374,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.6572351,0,0,0,0,0,0,0,1
California,2002,5,0,0,0,0,0,2395,.3597925,34,101,6.9839587,189.45045,381.49911,695.2699,2086.9993,648.42633,6.9839587,.92730641,.10206203,.29743791,33051894,313.8882146965617,4.9000001,59274,.50634015,2.8180654,1.0736934,7.4689851,470.53802,13.02469686003471,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.9436159,0,0,0,0,0,0,0,1
Arkansas,2002,4,0,0,0,0,0,142,.48613313,1,5,5.3893051,95.792999,306.69702,881.60681,2699.5486,258.57278,5.1995411,1.1385856,.07590571,.22771712,2599492,283.709278582123,4.1999998,37600,1.4365499,5.4123268,2.0820606,11.242081,496.84079,15.19373785339597,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.6844164,0,0,0,0,0,0,0,1
Kentucky,2002,18,0,1,0,0,0,191,.30629191,0,2,4.8012834,78.705856,168.22089,675.97546,1819.4099,234.30766,2.1366968,.57816499,.025137609,.075412832,3926965,251.3900684116105,4.3000002,45916,3.2335658,5.0753698,4.7599611,10.36625,400.26614,14.01418143528145,0,0,1,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,1.5688833,5,0,1,0,0,0,0,0
Nevada,2002,29,0,0,0,0,0,181,.3952716,4,5,8.4587584,239.1819,356.52963,885.646,2217.9238,817.18146,8.4587584,2.4768739,.23366736,.28040081,1964582,363.3851882995976,4.5,57935,.044131525,3.747973,.094829336,9.0881414,489.67331,9.914933558385448,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,2.1352024,0,0,0,0,0,0,0,1
Rhode Island,2002,40,0,0,0,0,0,41,.27183408,0,0,3.9776399,88.866295,164.82951,622.3551,2333.3223,473.0481,3.9776399,.58209366,.097015604,.097015604,1009503,308.5676813243745,4.1999998,53426,9.5631218,17.548635,15.706442,38.779972,341.49493,10.53766061121165,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.3806887,0,0,0,0,0,0,0,1
North Carolina,2002,34,0,0,0,0,0,548,.50905365,15,3,6.7957411,151.35405,299.71945,1234.3323,2843.6333,308.36295,6.6345282,.57044542,.1984158,.04960395,7795432,346.3310307882873,3.7,48514,.0091720382,.6284706,.010493325,1.0400321,406.70279,11.98617344106138,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.9162961,0,0,0,0,0,0,0,1
West Virginia,2002,49,0,1,0,0,0,57,.35159817,0,0,3.2421439,37.369972,180.82062,550.42499,1565.5573,221.71713,4.3228583,.17063914,.056879714,.056879714,1765197,229.3228461185919,5.5,37238,.31860468,6.5920687,.48589477,13.184081,258.46143,15.52155368494281,0,0,1,0,2008,2008,0,-6,0,1,0,0,0,0,0,0,0,0,0,1.1762348,3,0,0,0,1,0,0,0
Wisconsin,2002,50,0,0,0,0,0,154,.54699767,2,4,2.9135742,89.166725,116.05107,528.34076,2333.9812,254.61612,2.894655,.51082146,.056757942,.094596565,5207717,323.2510522365175,3.4000001,57087,.50375241,6.2465568,.82229888,13.306829,418.74118,8.269592990556131,0,1,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.0693805,0,0,0,0,0,0,0,1
Colorado,2002,6,0,0,0,0,0,179,.35261247,0,6,4.0648017,81.273323,228.40097,719.35632,2842.9314,526.44855,3.8831344,.4314594,.022708388,.15895872,4198306,322.3919361761625,2.7,61077,.31917635,5.1907125,.74272811,12.638526,427.66708,9.166316128457526,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.402365,0,0,0,0,0,0,0,1
Connecticut,2002,7,0,0,0,0,0,84,.34725976,1,2,2.5072045,121.45018,176.51913,510.72351,1932.1891,345.63605,2.4773569,.62680113,.059695344,.089543015,3297626,295.2730236843111,2.3,63523,.73568076,4.3054004,1.3634657,11.711607,618.44379,7.381916566645216,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,.91916841,0,0,0,0,0,0,0,1
Minnesota,2002,24,0,0,0,0,0,112,.089662179,0,3,2.2939994,80.638176,145.54607,574.19623,2501.8931,283.51373,2.2120707,.40964276,.020482138,.081928551,4783596,250.0420185985606,3.0999999,68688,1.9743724,2.5698867,2.7464485,5.1330004,146.01715,7.036421972089617,0,1,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,.83029675,0,0,0,0,0,0,0,1
Massachusetts,2002,22,0,0,0,0,0,173,.24940717,0,0,2.7855701,115.43209,354.52417,535.26416,1737.7126,428.10831,2.7855701,.25762498,.016101561,.016101561,6127881,323.1296430201565,2.8,59195,1.7168578,8.587781,3.2276411,18.954121,166.31302,8.639479128266361,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.0244526,0,0,0,0,0,0,0,1
Kansas,2002,17,0,1,0,0,0,78,.25635105,7,0,2.9611385,82.190575,263.883,747.08008,2804.6157,273.79141,2.5055788,.2657432,.3037065,.037963312,2606468,372.1511255845074,3.8,51985,.99621403,9.6955729,1.7102071,20.418896,339.20221,9.019370274256197,0,1,0,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,1.0855738,5,0,1,0,0,0,0,0
New Jersey,2002,31,0,0,0,0,0,339,.32805446,2,5,4.0379462,166.22282,197.64496,522.89618,1763.6057,425.89017,4.061769,.60747862,.035734039,.071468078,8219529,464.8319873316342,3.7,63818,.036267284,.59614122,.068020932,1.3406973,332.21933,7.879940565937538,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.3957362,0,0,0,0,0,0,0,1
South Carolina,2002,41,0,0,0,0,0,298,.51039141,3,2,7.5027084,145.37128,647.80096,1101.3623,3101.6902,424.65833,7.7041235,1.3343743,.10070749,.075530618,3876975,316.8965495005771,3.5999999,47568,.017694207,1.3032326,.033402331,2.3638532,597.06958,13.02461326162794,0,0,1,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,2.015264,5,0,1,0,0,0,0,0
North Dakota,2002,35,0,0,0,0,0,5,.1724138,0,0,.81934303,9.5043793,44.244526,367.55728,1884.6528,166.81825,.81934303,.32773721,.16386861,.16386861,618569,240.070226603661,2.9000001,45575,15.899601,103.49371,29.083094,223.81044,182.22189,10.4772466774119,0,1,0,0,2007,2007,0,-5,0,1,0,0,0,0,0,0,0,0,0,-.19925244,4,0,0,1,0,0,0,0
Oregon,2002,38,0,0,0,0,0,72,.25091174,2,2,2.0904994,79.61319,181.35083,746.07605,3452.9534,479.76962,2.0904994,.26131243,.087104142,.087104142,3343908,230.3891135760912,5.0999999,53809,2.7448123,19.385941,5.0559406,43.240574,350.88452,10.80412499386945,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,.73740298,0,0,0,0,0,0,0,1
New Hampshire,2002,30,0,0,0,0,0,12,.14043583,0,1,.96858788,33.335567,95.648056,390.50235,1571.3724,156.91124,.88787222,.080715656,.080715656,.16143131,1200247,206.20755561147,2.7,64478,6.8105149,24.377649,13.980622,68.223961,197.83408,5.820218671656751,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,-.031916067,0,0,0,0,0,0,0,1
Illinois,2002,14,0,0,0,0,0,961,,5,4,7.8263531,206.1564,367.40695,663.24475,2477.615,364.94748,5.822937,1.278603,.048863806,.040719837,12097512,413.1923985692265,4.5,58322,.34592238,3.0660355,.59637058,6.3135214,347.69043,10.14990520364849,0,1,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,2.0574965,0,0,0,0,0,0,0,1
Ohio,2002,36,0,0,0,0,0,526,.35140732,0,10,4.7293177,160.67992,152.14737,891.59326,2580.8499,384.52228,4.4505935,.66534126,.008991098,.098902076,11054019,298.0092579902387,4,54395,.22173835,1.6225592,.352451,3.2313948,410.40765,9.846020709752715,0,1,0,0,2008,2008,0,-6,0,1,0,0,0,0,0,0,0,0,0,1.5537809,3,0,0,0,1,0,0,0
Washington,2002,48,0,0,0,0,0,184,.19820596,10,11,3.1027062,97.752106,206.54918,926.5625,3263.3386,682.81458,3.0352559,.43842587,.18548787,.20235041,5757739,237.4195843194698,5,53841,.37327152,.23132344,.7916128,.58083564,270.84601,9.85760208998706,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.1322747,0,0,0,0,0,0,0,1
Delaware,2002,8,0,0,0,0,0,26,.48613518,0,0,3.3238688,147.52864,421.61996,684.58911,2372.0918,390.81027,3.8352332,.51136446,.12784111,.12784111,759017,391.8225810489093,3.3,63768,1.5692666,4.686193,2.9050732,10.923076,866.50702,8.876481027434169,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.2011294,0,0,0,0,0,0,0,1
Tennessee,2002,43,0,1,0,0,0,420,.56347603,21,12,7.440587,166.75772,521.53198,1085.0502,2863.0315,470.19196,7.5291653,.46060777,.38974503,.23030388,5541337,389.6532551620665,4,43169,3.5567951,13.015974,6.7086158,29.884737,442.6972,12.80476173890886,0,0,1,0,2007,2007,0,-5,0,1,0,0,0,0,0,0,0,0,0,2.0069497,4,0,0,1,0,0,0,0
Michigan,2002,23,0,0,0,0,0,678,.46349287,7,5,6.9203458,120.92233,371.70831,724.39081,2188.0439,507.52267,6.9713812,.67366201,.081656002,.061241999,9688555,292.9229384567668,3.7,57623,.16456531,3.1056025,.33120522,6.7884221,516.38232,9.820195065208383,0,1,0,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,1.9344658,5,0,1,0,0,0,0,0
South Dakota,2002,42,0,0,0,0,0,11,.20512821,0,0,1.5028082,15.984414,117.6289,414.50183,1658.4171,111.8909,1.2295704,.13661893,.13661893,.13661893,726426,249.5780712694755,2.7,46181,10.441257,40.579632,18.194008,92.379814,398.65402,11.60228295793377,0,1,0,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,.40733549,5,0,1,0,0,0,0,0
